id,"Alkalinity, total",Calcium,Chloride,Fluoride,Magnesium,Nitrate as N,Sodium,Specific Conductivity,Sulfate,Total Dissolved Solids,Hardness
299,120.0,48.0,10.0,0.56,8.7,1.5,10.0,340.0,24.0,220.0,140.0
300,230.0,110.0,34.0,0.56,22.0,6.2,40.0,960.0,200.0,630.0,350.0
301,151.0,57.0,19.0,0.2,16.0,0.3,28.0,560.0,102.0,346.0,231.0
302,230.0,69.0,14.0,0.12,22.0,5.9,20.0,766.0,68.0,360.0,310.0
303,250.0,39.0,27.0,1.6,7.6,0.38,87.0,648.0,33.0,420.0,130.0
304,100.0,28.0,15.0,0.11,9.6,1.0,14.0,270.0,12.0,160.0,110.0
305,146.0,77.0,36.7,0.2,13.0,12.1,26.4,620.0,51.0,370.0,230.0
306,200.0,50.0,105.0,0.4,32.0,2.0,62.0,866.0,74.8,540.0,256.0
307,186.0,77.0,66.6,0.357,9.72,0.865,120.0,883.0,174.0,610.0,205.0
308,340.0,148.0,42.0,0.2,69.0,0.1,55.0,1360.0,172.0,960.0,465.0
309,130.0,16.8,43.6,0.36,1.88,0.25,99.2,616.0,72.4,381.0,47.0
310,80.0,19.0,18.0,0.1,11.0,1.2,10.0,257.0,11.0,180.0,83.6
311,148.0,29.0,59.8,0.11,9.1,0.43,126.0,847.0,154.0,534.0,120.0
312,220.0,120.0,30.0,0.3,57.0,1.8,60.0,1100.0,350.0,660.0,540.0
313,120.0,24.1,6.85,0.37,7.8,0.797,42.0,364.0,50.3,240.0,90.0
314,130.0,49.0,16.0,0.6,8.2,7.7,18.0,440.0,46.0,290.0,170.0
315,160.0,60.0,49.0,0.4,11.0,0.5,65.0,710.0,110.0,450.0,220.0
316,260.0,120.0,41.0,0.13,21.0,21.0,24.0,870.0,57.0,540.0,380.0
317,329.0,87.9,65.0,0.3,55.6,2.0,108.0,980.0,191.0,725.0,410.0
318,100.0,87.0,85.0,0.5,17.0,0.4,82.0,655.0,350.0,860.0,401.0
319,140.0,70.0,23.0,0.57,16.0,10.0,20.0,570.0,87.0,320.0,220.0
320,110.0,33.0,19.0,0.46,6.2,2.3,25.0,380.0,26.0,220.0,120.0
321,108.0,20.7,3.4,0.1,14.7,1.24,12.6,244.0,6.8,151.0,106.0
322,110.0,19.0,21.0,0.19,10.0,0.75,24.0,280.0,4.1,220.0,90.0
323,95.0,28.0,13.0,0.76,4.9,2.7,25.0,280.0,14.0,190.0,84.0
324,120.0,51.0,33.0,0.084,9.4,4.8776,30.0,460.0,38.0,270.0,180.0
325,66.0,38.0,28.0,0.059,0.66,3.5,27.0,351.0,20.0,230.0,70.0
326,130.0,41.0,7.6,0.14,5.5,1.3,20.0,323.0,9.1,240.0,130.0
327,190.0,39.0,73.0,1.3,6.9,3.4,160.0,880.0,190.0,590.0,110.0
328,140.0,12.0,24.0,0.19,3.0,0.73,64.0,377.0,11.0,260.0,56.0
329,155.0,54.0,60.0,0.49,25.0,2.0,51.0,970.0,120.0,460.0,238.0
330,220.0,43.0,20.0,0.28,23.0,1.0,27.0,560.0,36.0,310.0,200.0
331,160.0,49.0,32.0,0.14,22.0,2.9,21.0,490.0,36.0,320.0,234.0
332,118.0,30.2,15.0,0.36,8.7,14.5,35.1,426.0,38.5,284.0,111.0
333,51.0,21.0,5.5,0.14,1.4,0.56,10.0,170.0,9.1,130.0,58.0
334,140.0,28.0,10.0,0.12,16.0,4.1,20.0,350.0,14.0,270.0,130.0
335,493.0,210.0,140.0,0.2,44.0,0.5,102.0,1500.0,211.0,1080.0,706.0
336,170.0,69.0,290.0,0.13,110.0,9.77,156.0,2020.0,316.0,1100.0,610.0
337,225.0,75.0,51.0,0.2,35.0,5.0,34.0,720.0,62.0,443.0,332.0
338,172.0,42.6,96.2,0.1,3.6,0.1,52.2,698.0,28.3,373.0,197.0
339,100.0,20.0,19.0,0.1,6.1,0.87,24.0,260.0,9.6,190.0,80.0
340,47.0,6.2,2.3,0.42,4.7,0.27,6.6,95.0,3.1,120.0,38.0
341,81.0,15.0,24.0,0.14,10.0,1.2,20.0,260.0,7.7,220.0,81.0
342,112.0,26.0,4.4,0.19,9.0,1.28,15.0,250.0,6.1,186.0,92.0
343,78.0,23.0,45.0,0.1,19.0,9.0,40.0,400.0,26.0,332.0,102.0
344,329.0,64.2,31.2,0.1,25.1,6.43,34.2,709.0,24.5,386.0,244.0
345,190.0,99.0,310.0,0.14,120.0,10.7,110.0,1800.0,280.0,1200.0,661.0
346,150.0,59.0,6.0,0.38,9.4,3.4,12.0,360.0,25.0,250.0,170.0
347,130.0,160.0,45.0,0.28,52.0,1.3,81.0,1300.0,470.0,1000.0,590.0
348,270.0,55.0,41.0,0.43,29.0,0.57,46.0,620.0,30.0,410.0,280.0
349,240.0,90.0,3.5,0.35,22.0,1.3,23.0,720.0,150.0,480.0,350.0
350,150.0,44.0,12.0,0.12,13.0,6.26,25.0,450.0,28.0,300.0,170.0
351,110.0,27.0,9.4,0.16,9.1,5.4,22.0,310.0,12.0,240.0,93.0
352,200.0,64.0,44.0,0.34,20.0,2.9,32.0,630.0,50.0,400.0,250.0
353,130.0,24.0,15.0,0.16,4.2,1.5,35.0,320.0,8.8,200.0,77.0
354,89.0,18.0,14.0,0.19,5.7,4.7,26.0,240.0,6.1,190.0,61.0
355,99.0,26.0,45.0,0.1,14.0,3.6,45.0,350.0,12.0,290.0,290.0
356,321.0,166.0,343.0,0.16,65.7,15.0,167.0,1680.0,313.0,1240.0,759.0
357,180.0,40.0,41.0,0.18,23.0,2.1,26.0,540.0,32.0,350.0,230.0
358,260.0,48.0,9.9,0.24,19.0,0.69,49.0,540.0,16.0,320.0,200.0
359,160.0,110.0,110.0,0.1,11.0,18.0,41.0,800.0,50.0,500.0,340.0
360,180.0,63.0,110.0,0.18,26.0,2.0,90.0,910.0,110.0,520.0,270.0
361,157.0,57.0,66.0,0.22,41.0,2.0,43.0,800.0,160.0,524.0,311.0
362,190.0,59.0,45.0,0.14,9.8,11.0,54.0,620.0,27.0,370.0,190.0
363,140.0,43.0,8.7,0.21,15.0,4.7,15.0,350.0,22.0,230.0,150.0
364,260.0,46.0,27.0,0.18,41.0,0.99,23.0,660.0,20.0,310.0,290.0
365,240.0,140.0,61.0,0.29,33.0,7.2,42.0,980.0,160.0,740.0,500.0
366,230.0,170.0,177.0,0.8,45.0,4.3,70.0,1500.0,230.0,970.0,582.0
367,190.0,38.0,110.0,0.12,23.0,9.7,30.0,970.0,6.9,620.0,390.0
368,400.0,76.0,53.0,1.3,38.0,0.53,130.0,1130.0,160.0,720.0,350.0
369,170.0,33.8,2.5,0.18,5.8,0.56,8.2,340.0,6.3,190.0,98.5
370,300.0,7.1,596.0,0.3,5.7,5.6,760.0,3600.0,24.0,2000.0,41.0
371,120.0,20.0,7.4,0.12,10.0,2.4,31.0,290.0,8.6,190.0,86.0
372,130.0,45.0,8.3,0.56,3.2,4.7,35.0,450.0,38.0,290.0,180.0
373,160.0,15.0,4.9,0.21,18.0,1.3,19.0,320.0,3.0,230.0,110.0
374,100.0,22.0,6.9,0.13,9.2,2.7,20.0,310.0,5.9,200.0,100.0
375,200.0,54.0,4.2,0.32,17.0,0.81,18.0,450.0,27.0,280.0,220.0
376,325.0,60.0,110.0,0.3,64.0,2.5,126.0,1300.0,260.0,840.0,413.0
377,260.0,142.0,134.0,0.4,47.0,1.5,104.0,1570.0,354.0,1070.0,548.0
378,440.0,235.0,170.0,0.2,55.0,54.4,61.0,2100.0,89.0,1120.0,830.0
379,280.0,80.0,63.0,0.1,34.0,5.0,46.0,810.0,53.0,480.0,340.0
380,130.0,29.0,14.0,1.6,2.7,1.7,60.0,410.0,23.0,260.0,58.0
381,540.0,5.0,170.0,4.0,2.0,0.61,967.0,4120.0,870.0,2530.0,18.2
382,120.0,26.0,7.1,0.12,12.0,1.4,19.0,300.0,7.4,220.0,110.0
383,150.0,99.0,17.0,0.12,20.0,7.0,170.0,1340.0,530.0,1000.0,350.0
384,89.0,29.0,30.0,1.1,15.0,0.41,110.0,490.0,510.0,300.0,120.0
385,120.0,38.0,15.0,0.36,8.2,3.2,22.0,340.0,28.0,220.0,130.0
386,56.0,11.0,5.7,0.21,5.0,1.0,12.0,130.0,4.6,170.0,48.0
387,130.0,87.0,22.0,0.15,6.5,7.4,21.0,440.0,120.0,400.0,270.0
388,66.0,4.6,24.0,0.87,0.055,0.0149,46.0,235.0,9.3,140.0,12.0
389,220.0,72.09,16.0,0.34,31.99,0.531,27.13,640.0,120.0,440.0,300.0
390,150.0,49.0,63.0,0.11,42.0,2.18,59.0,670.0,18.0,560.0,220.0
391,170.0,51.0,8.1,0.48,9.6,1.4,30.0,430.0,30.0,260.0,160.0
392,144.0,31.0,190.0,1.0,26.0,0.5,121.0,941.0,24.0,496.0,172.0
393,330.0,70.0,16.0,0.52,26.0,0.96,58.0,730.0,71.0,430.0,280.0
394,220.0,87.0,19.0,0.12,13.0,13.0,29.0,590.0,25.0,360.0,290.0
395,74.0,59.0,98.0,0.1,8.4,3.2,31.0,530.0,4.4,340.0,220.0
396,180.0,63.0,30.0,0.44,8.3,3.2,21.0,410.0,21.0,270.0,200.0
397,180.0,50.0,25.0,0.14,31.0,6.4,22.0,540.0,30.0,300.0,250.0
398,235.0,23.0,5.7,0.2,15.0,0.22,69.0,440.0,3.4,300.0,120.0
399,53.0,6.6,3.9,0.1,5.9,0.76,9.3,110.0,1.7,140.0,41.0
400,110.0,25.0,13.0,0.18,6.3,2.5,24.0,290.0,5.0,210.0,89.0
401,430.0,39.0,30.0,0.24,90.0,7.7,59.0,920.0,41.0,510.0,420.0
402,130.0,58.0,17.0,0.33,8.9,0.75,28.0,480.0,64.0,290.0,160.0
403,64.0,94.0,51.0,0.29,16.0,3.0,31.0,730.0,95.0,490.0,290.0
404,115.0,45.0,20.9,0.36,4.8,1.7,39.0,420.0,59.3,268.0,130.0
405,120.0,63.0,25.0,0.15,7.5,12.0,59.0,640.0,80.0,380.0,190.0
406,147.0,56.0,27.0,1.7,2.4,0.9,41.0,510.0,25.0,250.0,120.0
407,269.0,51.0,202.0,0.44,25.0,14.0,150.0,1120.0,110.0,650.0,230.0
408,125.0,36.8,28.2,0.13,4.0,1.3,19.0,190.0,2.8,203.0,59.0
409,160.0,68.0,17.0,0.52,8.3,7.7,31.0,570.0,48.0,350.0,220.0
410,95.0,23.0,3.4,0.18,8.2,0.38,7.7,210.0,6.9,120.0,96.0
411,170.0,55.0,13.0,0.83,19.0,0.58,57.0,680.0,150.0,440.0,210.0
412,160.0,61.0,8.1,0.35,6.7,6.7,13.0,410.0,24.0,260.0,170.0
413,200.0,46.0,42.0,0.13,35.0,0.9,21.0,600.0,37.0,360.0,288.0
414,160.0,16.0,11.0,0.14,37.0,10.5,16.0,410.0,20.0,250.0,190.0
415,94.0,41.0,11.0,0.11,3.6,5.054,14.0,310.0,22.0,170.0,99.0
416,120.0,35.0,210.0,0.69,25.0,2.995,120.0,1000.0,18.0,630.0,190.0
417,250.0,94.0,40.0,0.14,25.0,1.4,23.0,710.0,39.0,380.0,340.0
418,240.0,39.0,6.0,0.1,22.0,0.54,41.0,498.0,12.0,290.0,188.0
419,120.0,11.0,4.3,0.23,20.0,0.99,11.0,310.0,6.6,190.0,130.0
420,120.0,15.0,6.9,0.15,6.9,3.0,37.0,290.0,11.0,170.0,62.0
421,78.0,30.0,15.0,0.48,1.9,0.7,23.0,280.0,29.0,180.0,100.0
422,290.0,91.0,6.8,0.4,20.0,0.77,22.0,657.0,41.0,410.0,340.0
423,160.0,56.0,69.0,0.33,23.0,1.4,50.0,610.0,130.0,470.0,230.0
424,126.0,20.0,49.0,0.08,6.4,7.2,66.0,460.0,10.0,310.0,80.0
425,200.0,56.0,5.0,0.39,19.0,2.0,7.6,470.0,37.0,290.0,220.0
426,170.0,110.0,94.0,0.2,16.0,2.5,84.0,870.0,130.0,570.0,350.0
427,200.0,64.0,30.0,0.4,20.0,4.0,47.0,660.0,83.0,470.0,240.0
428,170.0,83.3,100.0,0.3,15.3,3.6,82.0,930.0,130.0,540.0,270.0
429,130.0,50.0,35.0,0.16,14.0,0.59,15.0,460.0,44.0,310.0,194.0
430,73.0,10.0,2.7,0.3,7.0,0.7,16.4,172.0,3.4,143.0,46.0
431,150.0,64.0,64.0,0.1,8.22,3.4,37.0,580.0,49.0,400.0,215.0
432,180.0,34.0,22.0,0.11,29.0,5.1,18.0,510.0,26.0,300.0,200.0
433,350.0,82.0,57.0,0.1,33.0,0.1,74.0,1030.0,95.7,600.0,365.0
434,99.0,31.0,11.0,0.19,7.5,0.9,37.0,253.0,15.0,170.0,57.0
435,110.0,15.2,11.0,0.2,6.41,2.5,26.3,300.0,9.9,240.0,64.0
436,250.0,45.0,68.0,0.11,53.0,3.807,38.0,800.0,47.0,410.0,330.0
437,170.0,39.0,24.0,0.11,28.0,11.0,30.0,540.0,42.0,320.0,210.0
438,170.0,48.0,15.0,0.61,11.0,2.9,26.0,430.0,20.0,260.0,160.0
439,210.0,99.0,110.0,0.27,22.0,2.3,69.0,1000.0,150.0,620.0,330.0
440,190.0,36.0,39.0,0.078,16.0,3.0,32.0,430.0,12.0,260.0,180.0
441,140.0,64.0,72.0,0.1,28.0,1.0,57.0,865.0,162.0,540.0,275.0
442,170.0,53.2,6.8,0.19,6.3,3.8,14.0,420.0,17.0,260.0,239.0
443,340.0,100.0,310.0,0.25,63.0,1.9,150.0,1500.0,86.0,990.0,520.0
444,260.0,110.0,81.0,0.34,22.0,0.88,61.0,920.0,180.0,650.0,370.0
445,84.0,50.0,26.0,0.89,39.0,0.71,120.0,490.0,440.0,640.0,240.0
446,190.0,64.0,34.0,0.3,14.0,6.1,49.0,640.0,40.0,340.0,210.0
447,130.0,6.8,3.3,0.16,21.0,0.52,5.0,260.0,1.0,170.0,120.0
448,81.0,3.4,4.3,0.4,2.6,0.43,45.0,200.0,6.8,130.0,10.0
449,110.0,52.0,24.0,0.35,4.3,4.0,43.0,340.0,58.0,350.0,130.0
450,200.0,18.0,10.0,0.14,38.0,3.6,13.0,440.0,15.0,270.0,210.0
451,303.0,140.0,195.0,0.14,74.7,9.1,97.9,1630.0,321.0,1550.0,541.0
452,90.0,24.0,40.0,0.1,9.0,0.27,67.0,559.0,111.0,390.0,96.9
453,290.0,79.0,32.0,0.41,41.0,0.7,150.0,1200.0,280.0,760.0,360.0
454,93.0,35.0,19.0,0.74,9.6,5.5,32.0,330.0,40.0,240.0,110.0
455,270.0,240.0,160.0,0.47,88.0,15.0,200.0,2300.0,890.0,950.0,1000.0
456,190.0,82.0,11.0,0.7,18.0,9.9,25.0,630.0,43.0,360.0,300.0
457,232.0,143.0,155.0,0.18,40.2,11.0,58.3,1210.0,170.0,752.0,490.0
458,92.0,20.0,3.8,0.1,8.2,0.84,11.0,210.0,4.0,180.0,83.0
459,210.0,76.0,68.0,0.33,23.0,3.292,50.0,790.0,76.0,500.0,280.0
460,160.0,47.0,73.0,0.4,17.753,3.412,61.626,650.0,41.0,400.0,170.0
461,260.0,68.0,32.0,0.16,22.0,4.61,41.0,650.0,20.0,380.0,260.0
462,110.0,29.0,36.0,0.12,1.3,0.77,43.0,501.0,52.0,210.0,75.0
463,140.0,32.0,61.0,0.1,12.0,2.9,33.0,522.0,3.7,290.0,149.0
464,188.0,43.0,23.0,0.11,19.0,0.91,20.0,440.0,15.0,290.0,200.0
465,161.0,85.7,67.4,0.41,15.3,2.19,49.2,783.0,111.0,494.0,292.0
466,160.0,24.0,9.6,0.19,14.0,2.5,14.0,340.0,3.3,220.0,120.0
467,96.6,16.9,3.8,0.1,5.7,1.8,8.5,150.0,5.3,130.0,178.4
468,60.0,19.0,2.9,0.12,2.5,0.84,7.2,170.0,4.4,100.0,58.0
469,120.0,69.0,35.0,0.2,8.3,17.0,32.0,500.0,5.2,360.0,98.0
470,95.0,8.59,2.69,0.382,0.431,0.27,41.9,227.0,14.1,136.0,24.0
471,150.0,49.0,26.0,1.7,8.2,1.9,33.0,470.0,39.0,230.0,160.0
472,150.0,25.0,6.4,0.1,21.0,1.4,9.9,380.0,28.0,220.0,150.0
473,140.0,24.0,9.9,0.16,8.7,1.1,19.0,310.0,16.0,140.0,100.0
474,280.0,39.0,12.0,0.22,46.0,7.5,33.0,630.0,32.0,360.0,280.0
475,96.0,17.0,7.7,0.12,6.6,1.99,20.0,460.0,5.2,210.0,71.0
476,69.0,8.9,1.3,0.15,2.0,0.36,19.0,150.0,2.7,84.0,30.0
477,170.0,66.0,9.4,0.51,12.0,2.5,17.0,450.0,47.0,330.0,190.0
478,85.0,23.0,14.0,0.13,9.3,1.5,14.0,240.0,3.2,190.0,93.0
479,190.0,69.0,24.0,0.53,8.4,4.1,31.0,447.0,24.0,280.0,190.0
480,380.0,50.0,61.0,0.2,33.0,0.09,150.0,1070.0,124.0,590.0,261.0
481,380.0,130.0,88.0,0.6,36.0,7.0,120.0,1270.0,180.0,780.0,460.0
482,80.0,134.0,82.0,0.5,18.0,0.1,83.0,785.0,55.6,470.0,109.0
483,168.0,62.9,25.4,0.47,11.7,0.96,35.5,548.0,63.8,308.0,213.0
484,140.0,39.0,4.6,0.2,8.2,2.2,21.0,360.0,18.0,210.0,140.0
485,160.0,86.0,84.0,0.18,16.0,2.3,58.0,810.0,120.0,500.0,280.0
486,320.0,120.0,220.0,0.2,73.0,7.7,160.0,1700.0,250.0,1100.0,590.0
487,120.0,21.0,61.8,0.24,13.0,0.97,37.8,390.0,3.2,220.0,110.0
488,174.0,35.0,172.0,1.66,21.0,2.0,102.0,910.0,26.0,484.0,174.0
489,187.0,43.0,90.2,0.42,22.0,2.11,67.0,723.0,110.0,500.0,218.0
490,160.0,66.0,20.0,0.23,16.0,5.9,31.0,520.0,87.0,390.0,260.0
491,290.0,111.0,110.0,0.3,26.0,4.3,105.0,1300.0,160.0,752.0,429.0
492,200.0,120.0,76.0,0.36,75.0,20.0,80.0,1500.0,400.0,1100.0,570.0
493,232.0,69.63,85.4,0.19,27.0,0.41,77.0,867.0,82.0,500.0,292.0
494,210.0,55.0,23.0,0.73,12.0,0.54,100.0,640.0,100.0,430.0,200.0
495,79.0,13.0,10.8,0.24,9.0,0.63,10.0,190.0,6.1,150.0,71.0
496,70.0,27.0,9.0,0.1,5.0,2.0,9.0,185.0,6.8,170.0,99.0
497,250.0,120.0,160.0,0.37,58.0,19.0,120.0,1400.0,300.0,1100.0,540.0
498,250.0,44.0,680.0,0.15,40.0,0.9,36.0,620.0,48.0,370.0,290.0
499,110.0,21.0,23.0,0.14,10.0,2.5,16.0,290.0,2.8,180.0,110.0
500,120.0,130.0,230.0,2.8,56.0,4.4,480.0,2900.0,1200.0,2000.0,530.0
501,170.0,43.0,84.0,0.46,17.0,1.3,56.0,690.0,20.0,400.0,170.0
502,80.0,14.0,5.7,0.13,9.1,2.6,15.0,220.0,6.5,170.0,70.0
503,180.0,73.0,36.0,0.17,26.0,3.8,19.0,560.0,47.0,390.0,214.0
504,83.0,22.0,38.0,0.2,12.0,1.0,30.0,360.0,10.7,250.0,100.0
505,170.0,22.0,6.4,0.14,22.0,1.9,9.9,380.0,19.0,220.0,140.0
506,160.0,37.0,4.0,0.2,18.0,0.47,12.0,340.0,15.0,210.0,170.0
507,44.0,6.7,1.6,0.1,4.7,0.43,4.5,100.0,2.8,100.0,39.0
508,170.0,45.0,20.0,0.17,22.0,3.7,18.0,520.0,36.0,300.0,206.0
509,110.0,51.0,14.0,0.11,12.0,1.7,18.0,420.0,78.0,290.0,180.0
510,280.0,160.0,240.0,0.23,60.0,11.0,140.0,1600.0,230.0,1100.0,550.0
511,260.0,45.0,380.0,0.14,41.0,0.47,50.0,690.0,46.0,1300.0,300.0
512,200.0,59.0,7.8,0.11,20.0,6.4,33.0,520.0,37.0,340.0,230.0
513,268.0,100.0,33.6,0.345,22.7,7.03,31.2,839.0,66.6,475.0,359.0
514,110.0,30.0,12.0,0.17,4.947,2.8484,23.13,290.0,23.0,260.0,130.0
515,180.0,41.0,63.0,0.88,5.0,3.2,130.0,834.0,110.0,520.0,120.0
516,175.0,160.0,130.0,0.44,25.0,1.0,166.0,940.0,130.0,650.0,320.0
517,108.0,21.0,7.9,0.1,9.0,1.59,13.0,230.0,7.29,172.0,88.0
518,260.0,72.9,83.0,0.1,21.6,6.8,51.1,880.0,34.0,530.0,302.0
519,58.0,11.0,13.0,0.085,0.26,2.3,35.0,313.0,29.0,140.0,28.0
520,140.0,23.0,4.1,0.14,9.0,1.5,21.0,260.0,9.7,220.0,92.0
521,127.1,18.0,11.6,0.1,4.4,1.2,32.0,339.0,10.9,210.0,94.0
522,80.0,14.0,3.0,0.3,3.0,0.41,21.0,182.0,4.0,120.0,47.3
523,199.0,76.4,128.0,0.39,19.6,2.82,89.1,936.0,131.0,544.0,272.0
524,200.0,145.0,58.0,0.5,56.0,1.7,86.0,1450.0,429.0,850.0,577.0
525,200.0,14.0,20.0,0.1,17.0,0.52,76.0,510.0,36.0,340.0,120.0
526,120.0,29.0,19.0,0.32,4.4,0.87,54.0,380.0,28.0,190.0,120.0
527,310.0,44.0,11.0,1.1,18.0,0.59,50.0,760.0,110.0,480.0,183.0
528,120.0,23.0,26.0,0.19,15.0,0.7,24.0,280.0,7.8,230.0,120.0
529,120.0,32.0,6.2,0.21,3.0,4.1,28.0,300.0,20.0,220.0,120.0
530,97.0,72.0,29.0,0.37,7.8,5.4,39.0,460.0,140.0,370.0,220.0
531,200.0,81.0,76.0,0.34,14.0,2.1,68.0,800.0,100.0,510.0,250.0
532,150.0,47.0,97.0,0.64,16.0,1.1,58.0,810.0,34.0,400.0,190.0
533,102.0,14.0,9.8,0.5,7.7,1.0,28.0,280.0,13.0,260.0,69.0
534,46.0,4.7,2.6,0.16,4.2,1.0,5.9,110.0,0.97,110.0,35.0
535,450.0,275.0,143.0,0.3,75.0,0.09,132.0,2000.0,580.0,1500.0,995.0
536,171.0,36.8,20.8,0.1,21.1,1.0,38.3,516.0,26.3,358.0,184.0
537,130.0,11.0,3.4,0.12,5.5,1.7,33.0,200.0,3.6,170.0,63.0
538,210.0,51.0,24.0,0.14,17.0,7.84,41.0,570.0,26.0,390.0,240.0
539,120.0,18.0,8.0,0.1,8.0,2.3,32.0,283.0,5.0,180.0,68.7
540,175.0,51.0,57.0,0.2,23.0,3.6,26.0,601.0,37.0,360.0,257.0
541,81.0,22.0,5.3,0.11,4.3,0.47,18.0,250.0,20.0,140.0,71.0
542,190.0,78.0,45.0,0.34,19.0,1.1,38.0,710.0,110.0,440.0,250.0
543,170.0,53.0,18.0,0.54,18.0,6.6,34.0,520.0,44.0,330.0,200.0
544,176.0,61.0,28.2,0.5,13.7,0.61,38.3,507.0,62.0,320.0,260.0
545,120.0,130.0,280.0,0.1,13.0,7.0,30.0,1100.0,17.0,860.0,380.0
546,140.0,83.0,131.0,0.1,36.0,3.3,98.0,1360.0,337.0,880.0,235.0
547,210.0,99.3,239.8,0.12,38.28,0.53,99.0,1300.0,94.2,660.0,436.0
548,170.0,55.0,27.0,0.35,12.0,2.1,59.0,732.0,54.0,320.0,240.0
549,170.0,5.2,48.0,0.75,0.91,0.63,160.0,720.0,71.0,420.0,18.0
550,110.0,26.0,11.2,0.8,1.8,0.58,31.0,265.0,4.6,230.0,71.0
551,350.0,170.0,150.0,0.19,56.0,6.6,110.0,1700.0,250.0,1100.0,660.0
552,230.0,41.0,20.0,0.15,16.0,1.6,64.0,610.0,45.0,360.0,180.0
553,290.0,100.0,18.0,0.12,11.0,6.0,43.0,520.0,19.0,350.0,203.0
554,160.0,87.0,110.0,0.2,26.8,20.0,51.0,1000.0,91.0,540.0,383.0
555,140.0,63.0,22.0,0.16,6.6,0.4,28.0,460.0,55.0,250.0,194.0
556,220.0,48.0,156.0,1.0,17.0,1.7,141.0,1140.0,120.0,630.0,190.0
557,180.0,47.0,19.0,0.39,12.0,2.0,41.0,520.0,54.0,330.0,170.0
558,370.0,100.0,64.0,0.4,30.0,0.63,64.0,940.0,130.0,560.0,410.0
559,110.0,33.0,27.0,0.4,10.0,1.4,47.0,470.0,56.0,300.0,120.0
560,260.0,22.0,4.1,0.42,19.0,0.52,88.0,570.0,40.0,340.0,130.0
561,180.0,43.0,2.1,0.4,19.0,0.29,9.6,400.0,23.0,240.0,160.0
562,260.0,90.0,31.0,0.16,44.0,18.0,23.0,1000.0,98.2,560.0,406.0
563,140.0,55.171,70.0,0.34,21.588,2.026,58.209,740.0,70.0,410.0,213.169
564,190.0,98.9,106.0,0.18,22.8,3.0,62.4,969.0,130.0,576.0,349.0
565,160.0,52.0,87.0,0.44,15.0,0.39,61.0,640.0,26.0,330.0,180.0
566,150.0,45.0,22.0,0.79,14.7,5.6,30.0,470.0,28.0,270.0,179.0
567,150.0,62.0,14.0,0.2,12.0,15.0,25.0,510.0,46.0,380.0,200.0
568,139.0,38.0,4.8,0.19,13.0,0.52,7.3,220.0,6.7,160.0,123.0
569,160.0,35.0,9.7,0.15,10.0,3.5,27.0,400.0,3.1,220.0,131.0
570,305.0,49.0,6.2,0.34,21.0,0.17,55.0,600.0,6.2,320.0,210.0
571,130.0,48.0,26.0,0.61,10.0,2.9,34.0,420.0,40.0,280.0,170.0
572,250.0,85.9,30.0,0.45,25.9,11.0,18.0,540.0,60.0,440.0,321.0
573,140.0,39.0,13.0,0.2,8.4,1.2,20.0,360.0,18.0,160.0,130.0
574,180.0,69.0,27.0,0.19,13.0,6.1,39.0,548.0,33.0,370.0,220.0
575,150.0,61.0,5.5,0.27,8.4,7.7,14.0,330.0,15.0,280.0,140.0
576,290.0,100.0,13.0,1.0,36.0,0.92,46.0,880.0,170.0,570.0,400.0
577,190.0,76.0,41.0,0.24,38.0,2.0,48.0,830.0,220.0,630.0,350.0
578,150.0,41.0,27.0,0.24,4.1,5.2,20.0,410.0,7.1,280.0,100.0
579,250.0,68.0,31.0,0.62,12.0,0.27,62.0,685.0,54.0,440.0,220.0
580,44.0,6.4,2.98,0.309,1.6,0.486,3.8,66.7,4.09,48.0,16.0
581,156.0,95.8,59.3,0.49,10.7,3.2,80.6,654.0,119.0,434.0,204.0
582,310.0,90.0,170.0,0.29,42.0,0.72,120.0,1300.0,120.0,930.0,480.0
583,180.0,46.4,52.0,0.88,14.0,2.5,15.0,400.0,15.0,230.0,313.0
584,210.0,69.0,14.0,0.62,22.0,3.2,34.0,628.0,110.0,430.0,300.0
585,89.0,43.0,3.6,0.18,4.2,2.0,38.0,210.0,7.8,120.0,130.0
586,170.0,95.0,75.0,0.26,30.0,8.8,34.0,829.0,110.0,520.0,370.0
587,100.0,46.0,150.0,0.13,28.0,7.0,72.0,940.0,29.0,330.0,200.0
588,300.0,170.0,100.0,0.24,33.0,7.0,93.0,1900.0,300.0,1000.0,600.0
589,350.0,38.0,160.0,0.48,69.0,0.7,99.0,1200.0,69.0,770.0,550.0
590,144.0,24.0,9.0,0.1,13.0,0.47,19.0,308.0,4.51,177.0,119.0
591,194.0,71.3,19.0,0.263,16.5,3.37,22.4,568.0,69.0,556.0,390.0
592,36.0,8.6,1.4,0.13,2.0,0.09,5.0,79.0,0.8,127.0,22.0
593,190.0,68.0,5.6,0.28,13.0,1.0,11.0,450.0,54.0,270.0,230.0
594,200.0,31.0,17.0,0.11,14.0,0.97,31.0,390.0,3.4,280.0,120.0
595,120.0,49.0,21.0,0.18,3.7,1.0,20.0,330.0,19.0,240.0,77.0
596,130.0,45.0,6.3,0.12,7.2,4.1,8.7,260.0,11.0,190.0,140.0
597,120.0,47.0,27.0,0.13,9.4,3.7233,25.0,439.0,31.0,220.0,170.0
598,180.0,48.0,21.0,0.1,11.0,3.8,32.0,430.0,15.0,220.0,120.0
599,72.0,11.0,3.6,0.11,9.1,2.3,13.0,180.0,6.7,150.0,75.0
